datasource,week,vx_manufacturer,dose,ageband,percentage
TEST,20200330,Pfizer,2,60-69,0
TEST,20200330,Pfizer,2,70-79,0
TEST,20200330,Pfizer,2,80+,0
TEST,20200330,Pfizer,2,60+,0
TEST,20200330,Pfizer,2,all_agebands,0
TEST,20200330,UKN,1,0-4,0
TEST,20200330,UKN,1,5-11,0
TEST,20200330,UKN,1,12-17,0
TEST,20200330,UKN,1,18-24,0
TEST,20200330,UKN,1,25-29,0
TEST,20200330,UKN,1,30-39,0
TEST,20200330,UKN,1,40-49,0
TEST,20200330,UKN,1,50-59,0
TEST,20200330,UKN,1,60-69,0
TEST,20200330,UKN,1,70-79,0
TEST,20200330,UKN,1,80+,0
TEST,20200330,UKN,1,60+,0
TEST,20200330,UKN,1,all_agebands,0
TEST,20200330,UKN,2,0-4,0
TEST,20200330,UKN,2,5-11,0
TEST,20200330,UKN,2,12-17,0
TEST,20200330,UKN,2,18-24,0
TEST,20200330,UKN,2,25-29,0
TEST,20200330,UKN,2,30-39,0
TEST,20200330,UKN,2,40-49,0
TEST,20200330,UKN,2,50-59,0
TEST,20200330,UKN,2,60-69,0
TEST,20200330,UKN,2,70-79,0
TEST,20200330,UKN,2,80+,0
TEST,20200330,UKN,2,60+,0
TEST,20200330,UKN,2,all_agebands,0
TEST,20200406,AstraZeneca,1,0-4,0
TEST,20200406,AstraZeneca,1,5-11,0
TEST,20200406,AstraZeneca,1,12-17,0
TEST,20200406,AstraZeneca,1,18-24,0
TEST,20200406,AstraZeneca,1,25-29,0
TEST,20200406,AstraZeneca,1,30-39,0
TEST,20200406,AstraZeneca,1,40-49,0
TEST,20200406,AstraZeneca,1,50-59,0
TEST,20200406,AstraZeneca,1,60-69,0
TEST,20200406,AstraZeneca,1,70-79,0
TEST,20200406,AstraZeneca,1,80+,0
TEST,20200406,AstraZeneca,1,60+,0
TEST,20200406,AstraZeneca,1,all_agebands,0
TEST,20200406,AstraZeneca,2,0-4,0
TEST,20200406,AstraZeneca,2,5-11,0
TEST,20200406,AstraZeneca,2,12-17,0
TEST,20200406,AstraZeneca,2,18-24,0
TEST,20200406,AstraZeneca,2,25-29,0
TEST,20200406,AstraZeneca,2,30-39,0
TEST,20200406,AstraZeneca,2,40-49,0
TEST,20200406,AstraZeneca,2,50-59,0
TEST,20200406,AstraZeneca,2,60-69,0
TEST,20200406,AstraZeneca,2,70-79,0
TEST,20200406,AstraZeneca,2,80+,0
TEST,20200406,AstraZeneca,2,60+,0
TEST,20200406,AstraZeneca,2,all_agebands,0
TEST,20200406,J&J,1,0-4,0
TEST,20200406,J&J,1,5-11,0
TEST,20200406,J&J,1,12-17,0
TEST,20200406,J&J,1,18-24,0
TEST,20200406,J&J,1,25-29,0
TEST,20200406,J&J,1,30-39,0
TEST,20200406,J&J,1,40-49,0
TEST,20200406,J&J,1,50-59,0
TEST,20200406,J&J,1,60-69,0
TEST,20200406,J&J,1,70-79,0
TEST,20200406,J&J,1,80+,0
TEST,20200406,J&J,1,60+,0
TEST,20200406,J&J,1,all_agebands,0
TEST,20200406,J&J,2,0-4,0
TEST,20200406,J&J,2,5-11,0
TEST,20200406,J&J,2,12-17,0
TEST,20200406,J&J,2,18-24,0
TEST,20200406,J&J,2,25-29,0
TEST,20200406,J&J,2,30-39,0
TEST,20200406,J&J,2,40-49,0
TEST,20200406,J&J,2,50-59,0
TEST,20200406,J&J,2,60-69,0
TEST,20200406,J&J,2,70-79,0
TEST,20200406,J&J,2,80+,0
TEST,20200406,J&J,2,60+,0
TEST,20200406,J&J,2,all_agebands,0
TEST,20200406,Moderna,1,0-4,0
TEST,20200406,Moderna,1,5-11,0
TEST,20200406,Moderna,1,12-17,0
TEST,20200406,Moderna,1,18-24,0
TEST,20200406,Moderna,1,25-29,0
TEST,20200406,Moderna,1,30-39,0
TEST,20200406,Moderna,1,40-49,0
TEST,20200406,Moderna,1,50-59,0
TEST,20200406,Moderna,1,60-69,0
TEST,20200406,Moderna,1,70-79,0
TEST,20200406,Moderna,1,80+,0
TEST,20200406,Moderna,1,60+,0
TEST,20200406,Moderna,1,all_agebands,0
TEST,20200406,Moderna,2,0-4,0
TEST,20200406,Moderna,2,5-11,0
TEST,20200406,Moderna,2,12-17,0
TEST,20200406,Moderna,2,18-24,0
TEST,20200406,Moderna,2,25-29,0
TEST,20200406,Moderna,2,30-39,0
TEST,20200406,Moderna,2,40-49,0
TEST,20200406,Moderna,2,50-59,0
TEST,20200406,Moderna,2,60-69,0
TEST,20200406,Moderna,2,70-79,0
TEST,20200406,Moderna,2,80+,0
TEST,20200406,Moderna,2,60+,0
TEST,20200406,Moderna,2,all_agebands,0
TEST,20200406,Pfizer,1,0-4,0
TEST,20200406,Pfizer,1,5-11,0
TEST,20200406,Pfizer,1,12-17,0
TEST,20200406,Pfizer,1,18-24,0
TEST,20200406,Pfizer,1,25-29,0
TEST,20200406,Pfizer,1,30-39,0
TEST,20200406,Pfizer,1,40-49,0
TEST,20200406,Pfizer,1,50-59,0
TEST,20200406,Pfizer,1,60-69,0
TEST,20200406,Pfizer,1,70-79,0
TEST,20200406,Pfizer,1,80+,0
TEST,20200406,Pfizer,1,60+,0
TEST,20200406,Pfizer,1,all_agebands,0
TEST,20200406,Pfizer,2,0-4,0
TEST,20200406,Pfizer,2,5-11,0
TEST,20200406,Pfizer,2,12-17,0
TEST,20200406,Pfizer,2,18-24,0
TEST,20200406,Pfizer,2,25-29,0
TEST,20200406,Pfizer,2,30-39,0
TEST,20200406,Pfizer,2,40-49,0
TEST,20200406,Pfizer,2,50-59,0
TEST,20200406,Pfizer,2,60-69,0
TEST,20200406,Pfizer,2,70-79,0
TEST,20200406,Pfizer,2,80+,0
TEST,20200406,Pfizer,2,60+,0
TEST,20200406,Pfizer,2,all_agebands,0
TEST,20200406,UKN,1,0-4,0
TEST,20200406,UKN,1,5-11,0
TEST,20200406,UKN,1,12-17,0
TEST,20200406,UKN,1,18-24,0
TEST,20200406,UKN,1,25-29,0
TEST,20200406,UKN,1,30-39,0
TEST,20200406,UKN,1,40-49,0
TEST,20200406,UKN,1,50-59,0
TEST,20200406,UKN,1,60-69,0
TEST,20200406,UKN,1,70-79,0
TEST,20200406,UKN,1,80+,0
TEST,20200406,UKN,1,60+,0
TEST,20200406,UKN,1,all_agebands,0
TEST,20200406,UKN,2,0-4,0
TEST,20200406,UKN,2,5-11,0
TEST,20200406,UKN,2,12-17,0
TEST,20200406,UKN,2,18-24,0
TEST,20200406,UKN,2,25-29,0
TEST,20200406,UKN,2,30-39,0
TEST,20200406,UKN,2,40-49,0
TEST,20200406,UKN,2,50-59,0
TEST,20200406,UKN,2,60-69,0
TEST,20200406,UKN,2,70-79,0
TEST,20200406,UKN,2,80+,0
TEST,20200406,UKN,2,60+,0
TEST,20200406,UKN,2,all_agebands,0
TEST,20200413,AstraZeneca,1,0-4,0
TEST,20200413,AstraZeneca,1,5-11,0
TEST,20200413,AstraZeneca,1,12-17,0
TEST,20200413,AstraZeneca,1,18-24,0
TEST,20200413,AstraZeneca,1,25-29,0
TEST,20200413,AstraZeneca,1,30-39,0
TEST,20200413,AstraZeneca,1,40-49,0
TEST,20200413,AstraZeneca,1,50-59,0
TEST,20200413,AstraZeneca,1,60-69,0
TEST,20200413,AstraZeneca,1,70-79,0
TEST,20200413,AstraZeneca,1,80+,0
TEST,20200413,AstraZeneca,1,60+,0
TEST,20200413,AstraZeneca,1,all_agebands,0
TEST,20200413,AstraZeneca,2,0-4,0
TEST,20200413,AstraZeneca,2,5-11,0
TEST,20200413,AstraZeneca,2,12-17,0
TEST,20200413,AstraZeneca,2,18-24,0
TEST,20200413,AstraZeneca,2,25-29,0
TEST,20200413,AstraZeneca,2,30-39,0
TEST,20200413,AstraZeneca,2,40-49,0
TEST,20200413,AstraZeneca,2,50-59,0
TEST,20200413,AstraZeneca,2,60-69,0
TEST,20200413,AstraZeneca,2,70-79,0
TEST,20200413,AstraZeneca,2,80+,0
TEST,20200413,AstraZeneca,2,60+,0
TEST,20200413,AstraZeneca,2,all_agebands,0
TEST,20200413,J&J,1,0-4,0
TEST,20200413,J&J,1,5-11,0
TEST,20200413,J&J,1,12-17,0
TEST,20200413,J&J,1,18-24,0
TEST,20200413,J&J,1,25-29,0
TEST,20200413,J&J,1,30-39,0
TEST,20200413,J&J,1,40-49,0
TEST,20200413,J&J,1,50-59,0
TEST,20200413,J&J,1,60-69,0
TEST,20200413,J&J,1,70-79,0
TEST,20200413,J&J,1,80+,0
TEST,20200413,J&J,1,60+,0
TEST,20200413,J&J,1,all_agebands,0
TEST,20200413,J&J,2,0-4,0
TEST,20200413,J&J,2,5-11,0
TEST,20200413,J&J,2,12-17,0
TEST,20200413,J&J,2,18-24,0
TEST,20200413,J&J,2,25-29,0
TEST,20200413,J&J,2,30-39,0
TEST,20200413,J&J,2,40-49,0
TEST,20200413,J&J,2,50-59,0
TEST,20200413,J&J,2,60-69,0
TEST,20200413,J&J,2,70-79,0
TEST,20200413,J&J,2,80+,0
TEST,20200413,J&J,2,60+,0
TEST,20200413,J&J,2,all_agebands,0
TEST,20200413,Moderna,1,0-4,0
TEST,20200413,Moderna,1,5-11,0
TEST,20200413,Moderna,1,12-17,0
TEST,20200413,Moderna,1,18-24,0
TEST,20200413,Moderna,1,25-29,0
TEST,20200413,Moderna,1,30-39,0
TEST,20200413,Moderna,1,40-49,0
TEST,20200413,Moderna,1,50-59,0
TEST,20200413,Moderna,1,60-69,0
TEST,20200413,Moderna,1,70-79,0
TEST,20200413,Moderna,1,80+,0
TEST,20200413,Moderna,1,60+,0
TEST,20200413,Moderna,1,all_agebands,0
TEST,20200413,Moderna,2,0-4,0
TEST,20200413,Moderna,2,5-11,0
TEST,20200413,Moderna,2,12-17,0
TEST,20200413,Moderna,2,18-24,0
TEST,20200413,Moderna,2,25-29,0
TEST,20200413,Moderna,2,30-39,0
TEST,20200413,Moderna,2,40-49,0
TEST,20200413,Moderna,2,50-59,0
TEST,20200413,Moderna,2,60-69,0
TEST,20200413,Moderna,2,70-79,0
TEST,20200413,Moderna,2,80+,0
TEST,20200413,Moderna,2,60+,0
TEST,20200413,Moderna,2,all_agebands,0
TEST,20200413,Pfizer,1,0-4,0
TEST,20200413,Pfizer,1,5-11,0
TEST,20200413,Pfizer,1,12-17,0
TEST,20200413,Pfizer,1,18-24,0
TEST,20200413,Pfizer,1,25-29,0
TEST,20200413,Pfizer,1,30-39,0
TEST,20200413,Pfizer,1,40-49,0
TEST,20200413,Pfizer,1,50-59,0
TEST,20200413,Pfizer,1,60-69,0
TEST,20200413,Pfizer,1,70-79,0
TEST,20200413,Pfizer,1,80+,0
TEST,20200413,Pfizer,1,60+,0
TEST,20200413,Pfizer,1,all_agebands,0
TEST,20200413,Pfizer,2,0-4,0
TEST,20200413,Pfizer,2,5-11,0
TEST,20200413,Pfizer,2,12-17,0
TEST,20200413,Pfizer,2,18-24,0
TEST,20200413,Pfizer,2,25-29,0
TEST,20200413,Pfizer,2,30-39,0
TEST,20200413,Pfizer,2,40-49,0
TEST,20200413,Pfizer,2,50-59,0
TEST,20200413,Pfizer,2,60-69,0
TEST,20200413,Pfizer,2,70-79,0
TEST,20200413,Pfizer,2,80+,0
TEST,20200413,Pfizer,2,60+,0
TEST,20200413,Pfizer,2,all_agebands,0
TEST,20200413,UKN,1,0-4,0
TEST,20200413,UKN,1,5-11,0
TEST,20200413,UKN,1,12-17,0
TEST,20200413,UKN,1,18-24,0
TEST,20200413,UKN,1,25-29,0
TEST,20200413,UKN,1,30-39,0
TEST,20200413,UKN,1,40-49,0
TEST,20200413,UKN,1,50-59,0
TEST,20200413,UKN,1,60-69,0
TEST,20200413,UKN,1,70-79,0
TEST,20200413,UKN,1,80+,0
TEST,20200413,UKN,1,60+,0
TEST,20200413,UKN,1,all_agebands,0
TEST,20200413,UKN,2,0-4,0
TEST,20200413,UKN,2,5-11,0
TEST,20200413,UKN,2,12-17,0
TEST,20200413,UKN,2,18-24,0
TEST,20200413,UKN,2,25-29,0
TEST,20200413,UKN,2,30-39,0
TEST,20200413,UKN,2,40-49,0
TEST,20200413,UKN,2,50-59,0
TEST,20200413,UKN,2,60-69,0
TEST,20200413,UKN,2,70-79,0
TEST,20200413,UKN,2,80+,0
TEST,20200413,UKN,2,60+,0
TEST,20200413,UKN,2,all_agebands,0
TEST,20200420,AstraZeneca,1,0-4,0
TEST,20200420,AstraZeneca,1,5-11,0
TEST,20200420,AstraZeneca,1,12-17,0
TEST,20200420,AstraZeneca,1,18-24,0
TEST,20200420,AstraZeneca,1,25-29,0
TEST,20200420,AstraZeneca,1,30-39,0
TEST,20200420,AstraZeneca,1,40-49,0
TEST,20200420,AstraZeneca,1,50-59,0
TEST,20200420,AstraZeneca,1,60-69,0
TEST,20200420,AstraZeneca,1,70-79,0
TEST,20200420,AstraZeneca,1,80+,0
TEST,20200420,AstraZeneca,1,60+,0
TEST,20200420,AstraZeneca,1,all_agebands,0
TEST,20200420,AstraZeneca,2,0-4,0
TEST,20200420,AstraZeneca,2,5-11,0
TEST,20200420,AstraZeneca,2,12-17,0
TEST,20200420,AstraZeneca,2,18-24,0
TEST,20200420,AstraZeneca,2,25-29,0
TEST,20200420,AstraZeneca,2,30-39,0
TEST,20200420,AstraZeneca,2,40-49,0
TEST,20200420,AstraZeneca,2,50-59,0
TEST,20200420,AstraZeneca,2,60-69,0
TEST,20200420,AstraZeneca,2,70-79,0
TEST,20200420,AstraZeneca,2,80+,0
TEST,20200420,AstraZeneca,2,60+,0
TEST,20200420,AstraZeneca,2,all_agebands,0
TEST,20200420,J&J,1,0-4,0
TEST,20200420,J&J,1,5-11,0
TEST,20200420,J&J,1,12-17,0
TEST,20200420,J&J,1,18-24,0
TEST,20200420,J&J,1,25-29,0
TEST,20200420,J&J,1,30-39,0
TEST,20200420,J&J,1,40-49,0
TEST,20200420,J&J,1,50-59,0
TEST,20200420,J&J,1,60-69,0
TEST,20200420,J&J,1,70-79,0
TEST,20200420,J&J,1,80+,0
TEST,20200420,J&J,1,60+,0
TEST,20200420,J&J,1,all_agebands,0
TEST,20200420,J&J,2,0-4,0
TEST,20200420,J&J,2,5-11,0
TEST,20200420,J&J,2,12-17,0
TEST,20200420,J&J,2,18-24,0
TEST,20200420,J&J,2,25-29,0
TEST,20200420,J&J,2,30-39,0
TEST,20200420,J&J,2,40-49,0
TEST,20200420,J&J,2,50-59,0
TEST,20200420,J&J,2,60-69,0
TEST,20200420,J&J,2,70-79,0
TEST,20200420,J&J,2,80+,0
TEST,20200420,J&J,2,60+,0
TEST,20200420,J&J,2,all_agebands,0
TEST,20200420,Moderna,1,0-4,0
TEST,20200420,Moderna,1,5-11,0
TEST,20200420,Moderna,1,12-17,0
TEST,20200420,Moderna,1,18-24,0
TEST,20200420,Moderna,1,25-29,0
TEST,20200420,Moderna,1,30-39,0
TEST,20200420,Moderna,1,40-49,0
TEST,20200420,Moderna,1,50-59,0
TEST,20200420,Moderna,1,60-69,0
TEST,20200420,Moderna,1,70-79,0
TEST,20200420,Moderna,1,80+,0
TEST,20200420,Moderna,1,60+,0
TEST,20200420,Moderna,1,all_agebands,0
TEST,20200420,Moderna,2,0-4,0
TEST,20200420,Moderna,2,5-11,0
TEST,20200420,Moderna,2,12-17,0
TEST,20200420,Moderna,2,18-24,0
TEST,20200420,Moderna,2,25-29,0
TEST,20200420,Moderna,2,30-39,0
TEST,20200420,Moderna,2,40-49,0
TEST,20200420,Moderna,2,50-59,0
TEST,20200420,Moderna,2,60-69,0
TEST,20200420,Moderna,2,70-79,0
TEST,20200420,Moderna,2,80+,0
TEST,20200420,Moderna,2,60+,0
TEST,20200420,Moderna,2,all_agebands,0
TEST,20200420,Pfizer,1,0-4,0
TEST,20200420,Pfizer,1,5-11,0
TEST,20200420,Pfizer,1,12-17,0
TEST,20200420,Pfizer,1,18-24,0
TEST,20200420,Pfizer,1,25-29,0
TEST,20200420,Pfizer,1,30-39,0
TEST,20200420,Pfizer,1,40-49,0
TEST,20200420,Pfizer,1,50-59,0
TEST,20200420,Pfizer,1,60-69,0
TEST,20200420,Pfizer,1,70-79,0
TEST,20200420,Pfizer,1,80+,0
TEST,20200420,Pfizer,1,60+,0
TEST,20200420,Pfizer,1,all_agebands,0
TEST,20200420,Pfizer,2,0-4,0
TEST,20200420,Pfizer,2,5-11,0
TEST,20200420,Pfizer,2,12-17,0
TEST,20200420,Pfizer,2,18-24,0
TEST,20200420,Pfizer,2,25-29,0
TEST,20200420,Pfizer,2,30-39,0
TEST,20200420,Pfizer,2,40-49,0
TEST,20200420,Pfizer,2,50-59,0
TEST,20200420,Pfizer,2,60-69,0
TEST,20200420,Pfizer,2,70-79,0
TEST,20200420,Pfizer,2,80+,0
TEST,20200420,Pfizer,2,60+,0
TEST,20200420,Pfizer,2,all_agebands,0
TEST,20200420,UKN,1,0-4,0
TEST,20200420,UKN,1,5-11,0
TEST,20200420,UKN,1,12-17,0
TEST,20200420,UKN,1,18-24,0
TEST,20200420,UKN,1,25-29,0
TEST,20200420,UKN,1,30-39,0
TEST,20200420,UKN,1,40-49,0
TEST,20200420,UKN,1,50-59,0
TEST,20200420,UKN,1,60-69,0
TEST,20200420,UKN,1,70-79,0
TEST,20200420,UKN,1,80+,0
TEST,20200420,UKN,1,60+,0
TEST,20200420,UKN,1,all_agebands,0
TEST,20200420,UKN,2,0-4,0
TEST,20200420,UKN,2,5-11,0
TEST,20200420,UKN,2,12-17,0
TEST,20200420,UKN,2,18-24,0
TEST,20200420,UKN,2,25-29,0
TEST,20200420,UKN,2,30-39,0
TEST,20200420,UKN,2,40-49,0
TEST,20200420,UKN,2,50-59,0
TEST,20200420,UKN,2,60-69,0
TEST,20200420,UKN,2,70-79,0
TEST,20200420,UKN,2,80+,0
TEST,20200420,UKN,2,60+,0
TEST,20200420,UKN,2,all_agebands,0
TEST,20200427,AstraZeneca,1,0-4,0
TEST,20200427,AstraZeneca,1,5-11,0
TEST,20200427,AstraZeneca,1,12-17,0
TEST,20200427,AstraZeneca,1,18-24,0
TEST,20200427,AstraZeneca,1,25-29,0
TEST,20200427,AstraZeneca,1,30-39,0
TEST,20200427,AstraZeneca,1,40-49,0
TEST,20200427,AstraZeneca,1,50-59,0
TEST,20200427,AstraZeneca,1,60-69,0
TEST,20200427,AstraZeneca,1,70-79,0
TEST,20200427,AstraZeneca,1,80+,0
TEST,20200427,AstraZeneca,1,60+,0
TEST,20200427,AstraZeneca,1,all_agebands,0
TEST,20200427,AstraZeneca,2,0-4,0
TEST,20200427,AstraZeneca,2,5-11,0
TEST,20200427,AstraZeneca,2,12-17,0
TEST,20200427,AstraZeneca,2,18-24,0
TEST,20200427,AstraZeneca,2,25-29,0
TEST,20200427,AstraZeneca,2,30-39,0
TEST,20200427,AstraZeneca,2,40-49,0
TEST,20200427,AstraZeneca,2,50-59,0
TEST,20200427,AstraZeneca,2,60-69,0
TEST,20200427,AstraZeneca,2,70-79,0
TEST,20200427,AstraZeneca,2,80+,0
TEST,20200427,AstraZeneca,2,60+,0
TEST,20200427,AstraZeneca,2,all_agebands,0
TEST,20200427,J&J,1,0-4,0
TEST,20200427,J&J,1,5-11,0
TEST,20200427,J&J,1,12-17,0
TEST,20200427,J&J,1,18-24,0
TEST,20200427,J&J,1,25-29,0
TEST,20200427,J&J,1,30-39,0
TEST,20200427,J&J,1,40-49,0
TEST,20200427,J&J,1,50-59,0
TEST,20200427,J&J,1,60-69,0
TEST,20200427,J&J,1,70-79,0
TEST,20200427,J&J,1,80+,0
TEST,20200427,J&J,1,60+,0
TEST,20200427,J&J,1,all_agebands,0
TEST,20200427,J&J,2,0-4,0
TEST,20200427,J&J,2,5-11,0
TEST,20200427,J&J,2,12-17,0
TEST,20200427,J&J,2,18-24,0
TEST,20200427,J&J,2,25-29,0
TEST,20200427,J&J,2,30-39,0
TEST,20200427,J&J,2,40-49,0
TEST,20200427,J&J,2,50-59,0
TEST,20200427,J&J,2,60-69,0
TEST,20200427,J&J,2,70-79,0
TEST,20200427,J&J,2,80+,0
TEST,20200427,J&J,2,60+,0
TEST,20200427,J&J,2,all_agebands,0
TEST,20200427,Moderna,1,0-4,0
TEST,20200427,Moderna,1,5-11,0
TEST,20200427,Moderna,1,12-17,0
TEST,20200427,Moderna,1,18-24,0
TEST,20200427,Moderna,1,25-29,0
TEST,20200427,Moderna,1,30-39,0
TEST,20200427,Moderna,1,40-49,0
TEST,20200427,Moderna,1,50-59,0
TEST,20200427,Moderna,1,60-69,0
TEST,20200427,Moderna,1,70-79,0
TEST,20200427,Moderna,1,80+,0
TEST,20200427,Moderna,1,60+,0
TEST,20200427,Moderna,1,all_agebands,0
TEST,20200427,Moderna,2,0-4,0
TEST,20200427,Moderna,2,5-11,0
TEST,20200427,Moderna,2,12-17,0
TEST,20200427,Moderna,2,18-24,0
TEST,20200427,Moderna,2,25-29,0
TEST,20200427,Moderna,2,30-39,0
TEST,20200427,Moderna,2,40-49,0
TEST,20200427,Moderna,2,50-59,0
TEST,20200427,Moderna,2,60-69,0
TEST,20200427,Moderna,2,70-79,0
TEST,20200427,Moderna,2,80+,0
TEST,20200427,Moderna,2,60+,0
TEST,20200427,Moderna,2,all_agebands,0
TEST,20200427,Pfizer,1,0-4,0
TEST,20200427,Pfizer,1,5-11,0
TEST,20200427,Pfizer,1,12-17,0
TEST,20200427,Pfizer,1,18-24,0
TEST,20200427,Pfizer,1,25-29,0
TEST,20200427,Pfizer,1,30-39,0
TEST,20200427,Pfizer,1,40-49,0
TEST,20200427,Pfizer,1,50-59,0
TEST,20200427,Pfizer,1,60-69,0
TEST,20200427,Pfizer,1,70-79,0
TEST,20200427,Pfizer,1,80+,0
TEST,20200427,Pfizer,1,60+,0
TEST,20200427,Pfizer,1,all_agebands,0
TEST,20200427,Pfizer,2,0-4,0
TEST,20200427,Pfizer,2,5-11,0
TEST,20200427,Pfizer,2,12-17,0
TEST,20200427,Pfizer,2,18-24,0
TEST,20200427,Pfizer,2,25-29,0
TEST,20200427,Pfizer,2,30-39,0
TEST,20200427,Pfizer,2,40-49,0
TEST,20200427,Pfizer,2,50-59,0
TEST,20200427,Pfizer,2,60-69,0
TEST,20200427,Pfizer,2,70-79,0
TEST,20200427,Pfizer,2,80+,0
TEST,20200427,Pfizer,2,60+,0
TEST,20200427,Pfizer,2,all_agebands,0
TEST,20200427,UKN,1,0-4,0
TEST,20200427,UKN,1,5-11,0
TEST,20200427,UKN,1,12-17,0
TEST,20200427,UKN,1,18-24,0
TEST,20200427,UKN,1,25-29,0
TEST,20200427,UKN,1,30-39,0
TEST,20200427,UKN,1,40-49,0
TEST,20200427,UKN,1,50-59,0
TEST,20200427,UKN,1,60-69,0
TEST,20200427,UKN,1,70-79,0
TEST,20200427,UKN,1,80+,0
TEST,20200427,UKN,1,60+,0
TEST,20200427,UKN,1,all_agebands,0
TEST,20200427,UKN,2,0-4,0
TEST,20200427,UKN,2,5-11,0
TEST,20200427,UKN,2,12-17,0
TEST,20200427,UKN,2,18-24,0
TEST,20200427,UKN,2,25-29,0
TEST,20200427,UKN,2,30-39,0
TEST,20200427,UKN,2,40-49,0
TEST,20200427,UKN,2,50-59,0
TEST,20200427,UKN,2,60-69,0
TEST,20200427,UKN,2,70-79,0
TEST,20200427,UKN,2,80+,0
TEST,20200427,UKN,2,60+,0
TEST,20200427,UKN,2,all_agebands,0
TEST,20200504,AstraZeneca,1,0-4,0
TEST,20200504,AstraZeneca,1,5-11,0
TEST,20200504,AstraZeneca,1,12-17,0
TEST,20200504,AstraZeneca,1,18-24,0
TEST,20200504,AstraZeneca,1,25-29,0
TEST,20200504,AstraZeneca,1,30-39,0
TEST,20200504,AstraZeneca,1,40-49,0
TEST,20200504,AstraZeneca,1,50-59,0
TEST,20200504,AstraZeneca,1,60-69,0
TEST,20200504,AstraZeneca,1,70-79,0
TEST,20200504,AstraZeneca,1,80+,0
TEST,20200504,AstraZeneca,1,60+,0
TEST,20200504,AstraZeneca,1,all_agebands,0
TEST,20200504,AstraZeneca,2,0-4,0
TEST,20200504,AstraZeneca,2,5-11,0
TEST,20200504,AstraZeneca,2,12-17,0
TEST,20200504,AstraZeneca,2,18-24,0
TEST,20200504,AstraZeneca,2,25-29,0
TEST,20200504,AstraZeneca,2,30-39,0
TEST,20200504,AstraZeneca,2,40-49,0
TEST,20200504,AstraZeneca,2,50-59,0
TEST,20200504,AstraZeneca,2,60-69,0
TEST,20200504,AstraZeneca,2,70-79,0
TEST,20200504,AstraZeneca,2,80+,0
TEST,20200504,AstraZeneca,2,60+,0
TEST,20200504,AstraZeneca,2,all_agebands,0
TEST,20200504,J&J,1,0-4,0
TEST,20200504,J&J,1,5-11,0
TEST,20200504,J&J,1,12-17,0
TEST,20200504,J&J,1,18-24,0
TEST,20200504,J&J,1,25-29,0
TEST,20200504,J&J,1,30-39,0
TEST,20200504,J&J,1,40-49,0
TEST,20200504,J&J,1,50-59,0
TEST,20200504,J&J,1,60-69,0
TEST,20200504,J&J,1,70-79,0
TEST,20200504,J&J,1,80+,0
TEST,20200504,J&J,1,60+,0
TEST,20200504,J&J,1,all_agebands,0
TEST,20200504,J&J,2,0-4,0
TEST,20200504,J&J,2,5-11,0
TEST,20200504,J&J,2,12-17,0
TEST,20200504,J&J,2,18-24,0
TEST,20200504,J&J,2,25-29,0
TEST,20200504,J&J,2,30-39,0
TEST,20200504,J&J,2,40-49,0
TEST,20200504,J&J,2,50-59,0
TEST,20200504,J&J,2,60-69,0
TEST,20200504,J&J,2,70-79,0
TEST,20200504,J&J,2,80+,0
TEST,20200504,J&J,2,60+,0
TEST,20200504,J&J,2,all_agebands,0
TEST,20200504,Moderna,1,0-4,0
TEST,20200504,Moderna,1,5-11,0
TEST,20200504,Moderna,1,12-17,0
TEST,20200504,Moderna,1,18-24,0
TEST,20200504,Moderna,1,25-29,0
TEST,20200504,Moderna,1,30-39,0
TEST,20200504,Moderna,1,40-49,0
TEST,20200504,Moderna,1,50-59,0
TEST,20200504,Moderna,1,60-69,0
TEST,20200504,Moderna,1,70-79,0
TEST,20200504,Moderna,1,80+,0
TEST,20200504,Moderna,1,60+,0
TEST,20200504,Moderna,1,all_agebands,0
TEST,20200504,Moderna,2,0-4,0
TEST,20200504,Moderna,2,5-11,0
TEST,20200504,Moderna,2,12-17,0
TEST,20200504,Moderna,2,18-24,0
TEST,20200504,Moderna,2,25-29,0
TEST,20200504,Moderna,2,30-39,0
TEST,20200504,Moderna,2,40-49,0
TEST,20200504,Moderna,2,50-59,0
TEST,20200504,Moderna,2,60-69,0
TEST,20200504,Moderna,2,70-79,0
TEST,20200504,Moderna,2,80+,0
TEST,20200504,Moderna,2,60+,0
TEST,20200504,Moderna,2,all_agebands,0
TEST,20200504,Pfizer,1,0-4,0
TEST,20200504,Pfizer,1,5-11,0
TEST,20200504,Pfizer,1,12-17,0
TEST,20200504,Pfizer,1,18-24,0
TEST,20200504,Pfizer,1,25-29,0
TEST,20200504,Pfizer,1,30-39,0
TEST,20200504,Pfizer,1,40-49,0
TEST,20200504,Pfizer,1,50-59,0
TEST,20200504,Pfizer,1,60-69,0
TEST,20200504,Pfizer,1,70-79,0
TEST,20200504,Pfizer,1,80+,0
TEST,20200504,Pfizer,1,60+,0
TEST,20200504,Pfizer,1,all_agebands,0
TEST,20200504,Pfizer,2,0-4,0
TEST,20200504,Pfizer,2,5-11,0
TEST,20200504,Pfizer,2,12-17,0
TEST,20200504,Pfizer,2,18-24,0
TEST,20200504,Pfizer,2,25-29,0
TEST,20200504,Pfizer,2,30-39,0
TEST,20200504,Pfizer,2,40-49,0
TEST,20200504,Pfizer,2,50-59,0
TEST,20200504,Pfizer,2,60-69,0
TEST,20200504,Pfizer,2,70-79,0
