Dose,type_vax,week_fup,sex,riskfactor,ACUASEARTHRITIS_broad_b,DM_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM_broad,lb_DM_broad,ub_DM_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
1,Pfizer,1,both_sexes,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,1,both_sexes,any_risk_factors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,13473632.21,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
1,Pfizer,2,0,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,0,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,0,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,Pfizer,2,0,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,0,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,0,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,0,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,0,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,,,Inf,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
1,Pfizer,2,0,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,0,any_risk_factors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,9624023,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23
1,Pfizer,2,1,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,1,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,1,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,1,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,44912107.35,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,Pfizer,2,1,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,1,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,1,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,1,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,,,Inf,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84
1,Pfizer,2,1,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,1,any_risk_factors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,44912107.35,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47
1,Pfizer,2,both_sexes,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,both_sexes,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,both_sexes,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
1,Pfizer,2,both_sexes,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,44912107.35,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,Pfizer,2,both_sexes,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,both_sexes,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,both_sexes,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,both_sexes,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,,,Inf,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13
1,Pfizer,2,both_sexes,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,2,both_sexes,any_risk_factors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,7925666,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85,0,0,4082918.85
1,Pfizer,3,0,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,0,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,0,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,Pfizer,3,0,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,0,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,0,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,0,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,0,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,,,Inf,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
1,Pfizer,3,0,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,0,any_risk_factors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,6416015.34,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88
1,Pfizer,3,1,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,1,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,1,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,1,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,44912107.35,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,Pfizer,3,1,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,1,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,1,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,1,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,,,Inf,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84
1,Pfizer,3,1,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,1,any_risk_factors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,44912107.35,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47,0,0,8982421.47
1,Pfizer,3,both_sexes,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,both_sexes,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,both_sexes,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
1,Pfizer,3,both_sexes,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,44912107.35,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47,0,0,10364332.47
1,Pfizer,3,both_sexes,COVHIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,both_sexes,COVOBES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,both_sexes,COVSICKLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,both_sexes,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,,,Inf,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13
1,Pfizer,3,both_sexes,IMMUNOSUPPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,3,both_sexes,any_risk_factors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,5614013.42,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05,0,0,3368408.05
1,Pfizer,4,0,COVCANCER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,4,0,COVCKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
1,Pfizer,4,0,COVCOPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5,0,0,4812011.5
1,Pfizer,4,0,COVDIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf,,,Inf
